trade_date,Iran_entropy,Crypto_entropy,Macro_entropy,Geopolitical_entropy,Energy_entropy,Pandemic_entropy,composite_entropy,inv_composite_entropy,inv_Geopolitical_entropy,inv_Crypto_entropy,inv_Macro_entropy,inv_Energy_entropy,inv_Iran_entropy
2025-05-31,0.4538202944536839,0.2104108156231999,0.7004948576954191,0.3733683834139136,,0.9089675143575119,0.5294123731087457,0.47058762689125433,0.6266316165860863,0.7895891843768001,0.2995051423045809,,0.5461797055463161
2025-06-01,0.49668533892125216,0.5300203296526633,0.7361162125826289,0.4510000155117473,,0.1451152292828183,0.471787425190222,0.528212574809778,0.5489999844882527,0.4699796703473367,0.26388378741737106,,0.5033146610787478
2025-06-02,0.8176247883969139,0.504371926671448,0.781943909468597,0.596613454294841,,0.2402375366185281,0.5881583230900655,0.41184167690993445,0.40338654570515897,0.49562807332855197,0.21805609053140296,,0.18237521160308612
2025-06-03,0.6673573368295728,0.4898976925591169,0.760547166728405,0.5411810129404622,,0.17683120102203526,0.5271628820159184,0.47283711798408157,0.45881898705953783,0.510102307440883,0.23945283327159494,,0.33264266317042723
2025-06-04,0.7249736951578033,0.5197668797971902,0.7435277466928195,0.4222817045681849,,0.6427783988910902,0.6106656850214176,0.3893343149785824,0.5777182954318151,0.48023312020280984,0.2564722533071805,,0.2750263048421967
2025-06-05,0.7034189390413439,0.5874072199439867,0.8022592720551341,0.47471370213980546,,0.1425108614926889,0.5420619989345918,0.45793800106540816,0.5252862978601945,0.4125927800560133,0.19774072794486586,,0.2965810609586561
2025-06-06,0.6527258949067508,0.4827190494660926,0.7744668757336985,0.3693180993827743,,0.304524682687111,0.5167509204352855,0.4832490795647145,0.6306819006172257,0.5172809505339073,0.22553312426630145,,0.3472741050932492
2025-06-07,0.6657076186448762,0.5923987017433483,0.7592888360782966,0.4790549666047288,,,0.6241125307678125,0.3758874692321875,0.5209450333952712,0.4076012982566517,0.24071116392170344,,0.33429238135512385
2025-06-08,0.605988384963855,0.5792212834803147,0.7163654239879278,0.45882322434021444,,0.2528660123855846,0.5226528658315793,0.4773471341684207,0.5411767756597856,0.42077871651968535,0.2836345760120722,,0.394011615036145
2025-06-09,0.7402362200156744,0.4359086448649131,0.5547510489083033,0.4382828649206822,,0.3082649283273287,0.4954887414073803,0.5045112585926197,0.5617171350793178,0.5640913551350869,0.4452489510916967,,0.25976377998432565
2025-06-10,0.7708997772534393,0.4485205459749585,0.7443702561576263,0.4688075053399571,,0.32287582230648004,0.5510947814064922,0.44890521859350785,0.5311924946600429,0.5514794540250415,0.2556297438423737,,0.22910022274656072
2025-06-11,0.8795848282391233,0.5661400529751355,0.6265504181689484,0.35226986456287956,,0.17297167027504964,0.5195033668442273,0.48049663315577273,0.6477301354371204,0.4338599470248645,0.3734495818310516,,0.12041517176087668
2025-06-12,0.7614219070506819,0.48896429225723753,0.6617932412719028,0.2946549927628247,,0.5752193527883599,0.5564107572262014,0.44358924277379863,0.7053450072371753,0.5110357077427625,0.33820675872809725,,0.2385780929493181
2025-06-13,0.4442872349458979,0.5457341088585669,0.659167956878325,0.44142797923136373,,,0.5226543199785383,0.4773456800214617,0.5585720207686362,0.4542658911414331,0.34083204312167503,,0.555712765054102
2025-06-14,0.5972458473476778,0.6494247927508073,0.618711565796466,0.3922495238432098,,,0.5644079324345402,0.43559206756545976,0.6077504761567902,0.35057520724919267,0.381288434203534,,0.4027541526523222
2025-06-15,0.568288185434103,0.5947606584862176,0.7654232831099906,0.35482711228536895,,,0.57082480982892,0.42917519017107997,0.645172887714631,0.4052393415137824,0.23457671689000936,,0.431711814565897
2025-06-16,0.6722080244266632,0.4817964506086784,0.6414811308785456,0.1957254907723005,,0.7971004739950562,0.5576623141362488,0.4423376858637512,0.8042745092276995,0.5182035493913216,0.35851886912145436,,0.32779197557333684
2025-06-17,0.7134858966156636,0.5628383052777418,0.6329084040856227,0.5789157818754235,,0.3038389868594585,0.558397474942782,0.441602525057218,0.4210842181245765,0.4371616947222582,0.36709159591437734,,0.28651410338433636
2025-06-18,0.7357739996276933,0.5235159669849028,0.4953230239515672,0.3965784964669974,,,0.5377978717577901,0.46220212824220985,0.6034215035330026,0.47648403301509723,0.5046769760484329,,0.2642260003723067
2025-06-19,0.5812976901680584,0.5974538413631537,0.518180219525493,0.3544433799894543,,0.15058862055199101,0.4403927503196301,0.5596072496803699,0.6455566200105457,0.4025461586368463,0.481819780474507,,0.41870230983194157
2025-06-20,0.48012251318423743,0.3654540869825018,0.653990845133732,0.34096623523360997,,,0.4601334201335203,0.5398665798664797,0.65903376476639,0.6345459130174982,0.34600915486626804,,0.5198774868157625
2025-06-21,0.6587299541500109,0.5834261499351459,0.5861228735500419,0.4026951545383894,,,0.557743533043397,0.44225646695660303,0.5973048454616106,0.41657385006485415,0.4138771264499581,,0.3412700458499891
2025-06-22,0.25767468557566253,0.5496302078139342,0.7417624120593005,0.334484406124774,,,0.4708879278934178,0.5291120721065822,0.665515593875226,0.45036979218606576,0.2582375879406995,,0.7423253144243375
2025-06-23,0.45308124498601915,0.5042939361828208,0.6989209958298257,0.30736619152688816,,,0.49091559213138847,0.5090844078686115,0.6926338084731118,0.4957060638171792,0.3010790041701743,,0.5469187550139809
2025-06-24,0.16727558357480066,0.4278629742998193,0.5753950582141942,0.3280121529038391,,,0.37463644224816334,0.6253635577518366,0.6719878470961609,0.5721370257001808,0.42460494178580577,,0.8327244164251993
2025-06-25,0.14526013666959622,0.3836539252212397,0.5993305482352322,0.3865423666169377,,0.0846139309023922,0.3198801815290796,0.6801198184709204,0.6134576333830624,0.6163460747787604,0.40066945176476776,,0.8547398633304037
2025-06-26,0.11594115743406543,0.4894614145480659,0.56383669828995,0.4048745820413244,,0.41954492674823124,0.3987317558123274,0.6012682441876727,0.5951254179586756,0.5105385854519341,0.43616330171005,,0.8840588425659346
2025-06-27,0.09677181519293811,0.4167368966347235,0.605236596167655,0.3194522871424767,,,0.35954939878444836,0.6404506012155516,0.6805477128575232,0.5832631033652764,0.394763403832345,,0.9032281848070619
2025-06-28,0.08784455210031646,0.3500940643874268,0.5281561557921304,0.3700279495940371,,0.12639000799497607,0.29250254597377734,0.7074974540262227,0.6299720504059629,0.6499059356125731,0.4718438442078696,,0.9121554478996835
2025-06-29,0.09574899829497238,0.2992925431984358,0.496944871088798,0.29776641307329055,,0.8334006901331041,0.4046307031577202,0.5953692968422798,0.7022335869267095,0.7007074568015642,0.503055128911202,,0.9042510017050276
2025-06-30,0.04485323912431401,0.4450230998921125,0.5261909982122022,0.24612828213439122,,0.06833779704178577,0.26610668328096115,0.7338933167190389,0.7538717178656088,0.5549769001078875,0.47380900178779783,,0.955146760875686
2025-07-01,0.07531118108372546,0.5101083113657934,0.47829268138563075,0.4317113299167801,,0.10828537346728527,0.32074177544384297,0.679258224556157,0.5682886700832199,0.4898916886342066,0.5217073186143693,,0.9246888189162745
2025-07-02,0.0449338798001393,0.49570144286869217,0.41897150360635255,0.5836055540958168,,0.24288670063171713,0.3572198162005436,0.6427801837994565,0.4163944459041832,0.5042985571313079,0.5810284963936474,,0.9550661201998607
2025-07-03,0.11907862132809621,0.4551985871994311,0.6068489410737326,0.5647573288868755,,,0.43647086962203385,0.5635291303779661,0.43524267111312454,0.5448014128005689,0.39315105892626745,,0.8809213786719038
2025-07-04,0.18754749074126456,0.3582781319902293,0.4268802285996861,0.6451891007095897,,0.3691554500259023,0.39741008041333437,0.6025899195866656,0.3548108992904103,0.6417218680097707,0.5731197714003139,,0.8124525092587355
2025-07-05,0.28518793955131333,0.5416553076182012,0.6229096586614669,0.4920110858552257,,0.3758229238195008,0.4635173831011416,0.5364826168988583,0.5079889141447743,0.45834469238179876,0.37709034133853314,,0.7148120604486867
2025-07-06,0.4931870492809252,0.5325400638257995,0.2948702114154969,0.5711293620094624,,,0.472931671632921,0.527068328367079,0.4288706379905376,0.46745993617420045,0.7051297885845031,,0.5068129507190748
2025-07-07,0.30539498480914584,0.4479261606758922,0.34931330133709876,0.669937497145507,,0.363284694199501,0.42717132763342897,0.572828672366571,0.330062502854493,0.5520738393241078,0.6506866986629012,,0.6946050151908542
2025-07-08,0.477252656752627,0.5501637340574871,0.47445620314700626,0.5809252586103247,,,0.5206994631418613,0.47930053685813867,0.41907474138967526,0.4498362659425129,0.5255437968529937,,0.522747343247373
2025-07-09,0.48840332094954236,0.4186375176627776,0.4041815018508959,0.565839240171381,,0.4131840898253848,0.4580491340919964,0.5419508659080037,0.434160759828619,0.5813624823372223,0.5958184981491041,,0.5115966790504576
2025-07-10,0.3888502354831794,0.4629067457034253,0.41791871672771175,0.46925120102815554,,,0.434731724735618,0.5652682752643821,0.5307487989718445,0.5370932542965747,0.5820812832722883,,0.6111497645168207
2025-07-11,0.3633005390939098,0.4567101487195188,0.3428658950985853,0.5633245154798696,,,0.43155027459797085,0.5684497254020291,0.4366754845201304,0.5432898512804811,0.6571341049014148,,0.6366994609060902
2025-07-12,0.3609947476839085,0.5413780450053702,0.3154735347772995,0.6379240147651501,,,0.4639425855579321,0.5360574144420679,0.36207598523484985,0.45862195499462977,0.6845264652227006,,0.6390052523160915
2025-07-13,0.47987690690464707,0.45927336008095665,0.34994515636861695,0.5173312255379245,,,0.4516066622230363,0.5483933377769636,0.48266877446207546,0.5407266399190434,0.6500548436313831,,0.5201230930953529
2025-07-14,0.45560718937990724,0.37696334225651434,0.3778835687847558,0.5473870417703832,,0.49013994680516076,0.4495962177993443,0.5504037822006558,0.4526129582296168,0.6230366577434856,0.6221164312152442,,0.5443928106200928
2025-07-15,0.3863650800324361,0.5477939998831235,0.3795274279518825,0.5207481914531282,,,0.45860867483014256,0.5413913251698574,0.47925180854687177,0.4522060001168765,0.6204725720481175,,0.6136349199675639
2025-07-16,0.32187404979899825,0.46781378699266324,0.4884232104051456,0.5400050437640757,,0.3534461740262037,0.4343124529974173,0.5656875470025827,0.45999495623592435,0.5321862130073367,0.5115767895948544,,0.6781259502010017
2025-07-17,0.3953260071824307,0.5462478825858686,0.48256983492836253,0.5883861927970635,,0.11649361701334927,0.4258047069014149,0.5741952930985851,0.4116138072029365,0.45375211741413135,0.5174301650716375,,0.6046739928175693
2025-07-18,0.27670883245547656,0.4894282672022008,0.4455355375882644,0.6108624193406632,,0.17411663229823357,0.3993303377769677,0.6006696622230323,0.3891375806593368,0.5105717327977992,0.5544644624117356,,0.7232911675445235
2025-07-19,0.4007995637057893,0.4954403655358335,0.3417134044980616,0.5137198390888066,,0.7730010681064493,0.504934848186988,0.495065151813012,0.4862801609111934,0.5045596344641665,0.6582865955019384,,0.5992004362942107
2025-07-20,0.3677181010336622,0.498377139890842,0.24369452933102032,0.5822637484595712,,0.8064291879937606,0.4996965413417712,0.5003034586582288,0.4177362515404288,0.501622860109158,0.7563054706689797,,0.6322818989663378
2025-07-21,0.36026349424344434,0.5069417665165367,0.35737261175279156,0.5431053754221853,,,0.44192081198373945,0.5580791880162606,0.4568946245778147,0.49305823348346334,0.6426273882472084,,0.6397365057565556
2025-07-22,0.3425116002101674,0.5502594541599019,0.40565668324063137,0.6291087386439309,,0.6507665040854593,0.5156605960680182,0.4843394039319818,0.3708912613560691,0.44974054584009815,0.5943433167593686,,0.6574883997898326
2025-07-23,0.29086949767150994,0.5026152933639871,0.30466152149323567,0.5885344091437773,,0.5840502484273835,0.45414619401997874,0.5458538059800213,0.4114655908562227,0.49738470663601286,0.6953384785067643,,0.7091305023284901
2025-07-24,0.15683475047381806,0.5487706267935532,0.34780813799079646,0.5793245318251692,,0.18408407435976715,0.3633644242886208,0.6366355757113792,0.4206754681748308,0.45122937320644685,0.6521918620092035,,0.8431652495261819
2025-07-25,0.2982144985571561,0.43783003184752406,0.3476325051084948,0.6839884740458517,,,0.44191637738975664,0.5580836226102434,0.3160115259541483,0.5621699681524759,0.6523674948915053,,0.7017855014428439
2025-07-26,0.2708378854043692,0.4470297485718074,0.3989900897745137,0.6472197532086273,,0.33341360660097386,0.41949821671205834,0.5805017832879417,0.35278024679137265,0.5529702514281927,0.6010099102254862,,0.7291621145956309
2025-07-27,0.1688240434209459,0.530153954566029,0.3638667769205251,0.5595439716053693,,0.48235455405180455,0.42094866011293475,0.5790513398870653,0.4404560283946307,0.469846045433971,0.636133223079475,,0.8311759565790541
2025-07-28,0.24667718202363942,0.4095393979942558,0.32242351985771733,0.6437370211694938,,,0.4055942802612766,0.5944057197387234,0.35626297883050617,0.5904606020057441,0.6775764801422827,,0.7533228179763606
2025-07-29,0.3714767672951799,0.3870972651567978,0.28930674584055366,0.5861254937798202,,,0.4085015680180879,0.5914984319819121,0.41387450622017985,0.6129027348432021,0.7106932541594464,,0.62852323270482
2025-07-30,0.08781984629122198,0.3478283518630042,0.24788593398739797,0.6435115120629209,,,0.33176141105113627,0.6682385889488638,0.3564884879370791,0.6521716481369958,0.752114066012602,,0.912180153708778
2025-07-31,0.17870169584197132,0.31786974269861473,0.47649059496237856,0.5716571494108478,,0.7088535081342044,0.45071453820960333,0.5492854617903966,0.4283428505891522,0.6821302573013852,0.5235094050376214,,0.8212983041580286
2025-08-01,0.428879142231209,0.4637160211973674,0.6056741907982581,0.4566981778957801,,,0.4887418830306537,0.5112581169693463,0.5433018221042198,0.5362839788026326,0.3943258092017419,,0.571120857768791
2025-08-02,0.6177745706194332,0.4601179834094604,0.4128419402539751,0.3682198073057854,,,0.46473857539716357,0.5352614246028364,0.6317801926942146,0.5398820165905396,0.5871580597460249,,0.3822254293805668
2025-08-03,0.6900378619013838,0.47394976205016165,0.42822217650906924,0.527415450191466,,,0.5299063126630201,0.47009368733697987,0.47258454980853404,0.5260502379498384,0.5717778234909308,,0.30996213809861617
2025-08-04,0.5077669256118801,0.5245462272973744,0.5162434781353115,0.6467813703254573,,,0.5488345003425058,0.4511654996574942,0.35321862967454265,0.47545377270262557,0.48375652186468854,,0.4922330743881199
2025-08-05,0.4907375757601549,0.5584931735056359,0.4956052098889655,0.6249644791727818,,,0.5424501095818846,0.45754989041811545,0.37503552082721825,0.4415068264943641,0.5043947901110345,,0.5092624242398451
2025-08-06,0.5849512193199808,0.48995253320228327,0.4796278506296495,0.649319420394647,,,0.5509627558866401,0.4490372441133599,0.35068057960535304,0.5100474667977167,0.5203721493703505,,0.41504878068001916
2025-08-07,0.4539404312456711,0.5137242501079964,0.47018603427055244,0.6583167766036477,,,0.5240418730569669,0.4759581269430331,0.34168322339635226,0.4862757498920036,0.5298139657294476,,0.5460595687543288
2025-08-08,0.4727084478982048,0.4644261307588742,0.461313549033692,0.6194331450826216,,,0.5044703181933481,0.4955296818066519,0.3805668549173784,0.5355738692411258,0.5386864509663081,,0.5272915521017951
2025-08-09,0.5821294957238347,0.46831361380469594,0.44916953040652036,0.6997643659509067,,,0.5498442514714894,0.4501557485285106,0.30023563404909326,0.5316863861953041,0.5508304695934796,,0.41787050427616534
2025-08-10,0.49117848983238604,0.5626876760842722,0.4091025881605436,0.58745993181347,,,0.512607171472668,0.487392828527332,0.41254006818653,0.43731232391572783,0.5908974118394563,,0.5088215101676139
2025-08-11,0.5537491163902507,0.4936240556330337,0.3988369816404583,0.5523878696833976,,,0.499649505836785,0.500350494163215,0.4476121303166024,0.5063759443669663,0.6011630183595418,,0.4462508836097493
2025-08-12,0.4603637287545464,0.5505331184593357,0.44255497117042586,0.569666900259378,,,0.5057796796609215,0.4942203203390785,0.43033309974062195,0.4494668815406643,0.5574450288295741,,0.5396362712454537
2025-08-13,0.5303673712699079,0.4794085297800034,0.36481470353680023,0.586111879609684,,,0.49017562104909884,0.5098243789509012,0.41388812039031597,0.5205914702199965,0.6351852964631998,,0.46963262873009215
2025-08-14,0.47416571874989116,0.6094584087084205,0.40964641957995923,0.5350071690813195,,,0.5070694290298976,0.4929305709701024,0.4649928309186805,0.3905415912915795,0.5903535804200408,,0.5258342812501089
2025-08-15,0.5354205412756011,0.48394539036954876,0.4879731341488476,0.4665880866799169,,,0.49348178811847865,0.5065182118815214,0.5334119133200831,0.5160546096304512,0.5120268658511524,,0.4645794587243989
2025-08-16,0.5840180233045374,0.5235075933295201,0.3856811441043629,0.5182641671490386,,,0.5028677319718647,0.49713226802813526,0.48173583285096144,0.4764924066704799,0.6143188558956372,,0.41598197669546255
2025-08-17,0.5355365485157988,0.6021772085840097,0.3818751501032005,0.665731356743491,,,0.546330065986625,0.45366993401337496,0.33426864325650896,0.3978227914159903,0.6181248498967995,,0.4644634514842012
2025-08-18,0.4647420305894823,0.5735873969004592,0.4783881118693987,0.6716264720869263,,,0.5470860028615666,0.4529139971384334,0.3283735279130737,0.42641260309954077,0.5216118881306013,,0.5352579694105177
2025-08-19,0.4138666038963932,0.4827542162228102,0.5361767149451789,0.5370318468045244,,0.6252558441630799,0.5190170452063974,0.48098295479360265,0.4629681531954756,0.5172457837771898,0.46382328505482107,,0.5861333961036068
2025-08-20,0.4643277685194749,0.4606053716456174,0.447462160267281,0.48897340424014124,,,0.4653421761681286,0.5346578238318713,0.5110265957598588,0.5393946283543827,0.552537839732719,,0.5356722314805251
2025-08-21,0.5468067559997991,0.3912688487944266,0.48943951397928737,0.4837298732948254,,,0.47781124801708463,0.5221887519829154,0.5162701267051746,0.6087311512055734,0.5105604860207127,,0.4531932440002009
2025-08-22,0.5464222936340682,0.481518734178688,0.5160445536787045,0.2693412271847866,,0.5292527872391385,0.4685159191830772,0.5314840808169228,0.7306587728152134,0.518481265821312,0.4839554463212955,,0.45357770636593175
2025-08-23,0.468499419380354,0.4378080875397388,0.41517653883207584,0.305196442971237,,,0.4066701221808514,0.5933298778191486,0.694803557028763,0.5621919124602612,0.5848234611679242,,0.531500580619646
2025-08-24,0.3890063619246696,0.5160664725728286,0.5293449195350529,0.39049584706130935,,,0.45622840027346506,0.5437715997265349,0.6095041529386906,0.48393352742717144,0.4706550804649471,,0.6109936380753305
2025-08-25,0.5561801461848744,0.4116191969866788,0.48522411451354386,0.4221191378360785,,,0.4687856488802939,0.531214351119706,0.5778808621639215,0.5883808030133212,0.5147758854864561,,0.44381985381512556
2025-08-26,0.4379501996992773,0.4593989169019692,0.3922651112848458,0.4509125761076741,,,0.43513170099844156,0.5648682990015584,0.5490874238923259,0.5406010830980308,0.6077348887151541,,0.5620498003007227
2025-08-27,0.585757707752679,0.494003741300866,0.4215267460300778,0.30162654521603416,,,0.45072868507491426,0.5492713149250857,0.6983734547839658,0.505996258699134,0.5784732539699222,,0.414242292247321
2025-08-28,0.4274670464219247,0.4120995573797741,0.5116867211273433,0.45619513696069935,,,0.4518621154724354,0.5481378845275646,0.5438048630393006,0.5879004426202259,0.48831327887265674,,0.5725329535780753
2025-08-29,0.4270077302861354,0.3695456369710897,0.4072832594474208,0.28992172218831946,,,0.37343958722324133,0.6265604127767587,0.7100782778116805,0.6304543630289103,0.5927167405525793,,0.5729922697138645
2025-08-30,0.33884711773056825,0.27686812678961353,0.4921098207244068,0.2759227666673075,,,0.34593695797797397,0.654063042022026,0.7240772333326926,0.7231318732103864,0.5078901792755932,,0.6611528822694317
2025-08-31,0.30159673609589305,0.3485450118033267,0.4851001214426102,0.40345602624263094,,,0.38467447389611525,0.6153255261038848,0.596543973757369,0.6514549881966734,0.5148998785573897,,0.6984032639041069
2025-09-01,0.5178931807120999,0.43972530685117356,0.35479464988207265,0.5928133887110255,,,0.4763066315390929,0.5236933684609071,0.4071866112889745,0.5602746931488265,0.6452053501179273,,0.4821068192879001
2025-09-02,0.639936271671346,0.30888158909565927,0.14747810694640892,0.4718026963687856,,,0.3920246660205499,0.60797533397945,0.5281973036312144,0.6911184109043407,0.852521893053591,,0.36006372832865396
2025-09-03,0.4775860707707509,0.3921970943890117,0.28919889410552435,0.4806554072265024,,,0.4099093666229473,0.5900906333770527,0.5193445927734976,0.6078029056109884,0.7108011058944756,,0.5224139292292491
2025-09-04,0.5278639707496531,0.3891259328642966,0.4671114011036677,0.5598999354998658,,,0.48600031005437083,0.5139996899456292,0.44010006450013417,0.6108740671357034,0.5328885988963323,,0.4721360292503469
2025-09-05,0.42199971428868144,0.4466587512072097,0.29179112596295015,0.5177155084129872,,,0.4195412749679571,0.5804587250320429,0.4822844915870128,0.5533412487927902,0.7082088740370498,,0.5780002857113186
2025-09-06,0.5572664383359309,0.41061731055261225,0.2685163907085686,0.448597977918136,,,0.42124952937881194,0.5787504706211881,0.5514020220818641,0.5893826894473877,0.7314836092914314,,0.4427335616640691
2025-09-07,0.33401779322365316,0.4485475315167083,0.23917010643995973,0.5051440507133931,,,0.3817198704734286,0.6182801295265714,0.4948559492866069,0.5514524684832918,0.7608298935600403,,0.6659822067763468
2025-09-08,0.41772510080807657,0.42273466810819066,0.25625032041563905,0.5418382623960695,,,0.40963708793199394,0.5903629120680061,0.45816173760393053,0.5772653318918093,0.743749679584361,,0.5822748991919234
2025-09-09,0.611464460978934,0.4974851560693519,0.26753764938937663,0.37629675718943933,,,0.4381960059067755,0.5618039940932245,0.6237032428105607,0.5025148439306482,0.7324623506106234,,0.38853553902106597
2025-09-10,0.4110164188626369,0.5106275870198663,0.2583047295422374,0.39123263105189426,,,0.39279534161915874,0.6072046583808413,0.6087673689481057,0.4893724129801337,0.7416952704577626,,0.5889835811373632
2025-09-11,0.515869806305284,0.5661638185285293,0.370309747743059,0.38299521955834487,,,0.45883464803380425,0.5411653519661958,0.6170047804416552,0.43383618147147074,0.629690252256941,,0.484130193694716
2025-09-12,0.5732740024527495,0.4701732583605045,0.2174560576315302,0.42335392243099634,,,0.42106431021894514,0.5789356897810549,0.5766460775690037,0.5298267416394955,0.7825439423684698,,0.4267259975472505
2025-09-13,0.5063391694009157,0.47035405790714635,0.3929327521003475,0.5048666856505645,,,0.46862316626474354,0.5313768337352565,0.4951333143494355,0.5296459420928536,0.6070672478996525,,0.4936608305990843
2025-09-14,0.5700137367743671,0.48848365290662094,0.3275906870211785,0.46040326560077377,,,0.461622835575735,0.538377164424265,0.5395967343992263,0.511516347093379,0.6724093129788216,,0.42998626322563294
2025-09-15,0.485346540402753,0.3614793563671373,0.3051873195391981,0.45474551448805495,,,0.40168968269928584,0.5983103173007142,0.545254485511945,0.6385206436328628,0.6948126804608019,,0.514653459597247
2025-09-16,0.4334658867464889,0.48343108789728223,0.21822530618815106,0.5140519304782394,,,0.4122935528275404,0.5877064471724596,0.4859480695217606,0.5165689121027177,0.7817746938118489,,0.5665341132535111
2025-09-17,0.5176253489270585,0.483088383398097,0.1829845466146275,0.16131100695513723,,,0.3362523214737301,0.6637476785262699,0.8386889930448628,0.516911616601903,0.8170154533853725,,0.48237465107294153
2025-09-18,0.4978517744831002,0.4500019551035238,0.4368094913625238,0.040902673029850935,,,0.3563914734947497,0.6436085265052502,0.959097326970149,0.5499980448964762,0.5631905086374762,,0.5021482255168999
2025-09-19,0.4763649761959236,0.38593778527619155,0.31982494371098463,0.29854305142454085,,,0.3701676891519102,0.6298323108480899,0.7014569485754591,0.6140622147238084,0.6801750562890154,,0.5236350238040763
2025-09-20,0.43670191973759775,0.4202252000503877,0.3816450254023625,0.36847494364143923,,,0.4017617722079468,0.5982382277920533,0.6315250563585608,0.5797747999496123,0.6183549745976376,,0.5632980802624022
2025-09-21,0.4105996615540318,0.3928923211638266,0.4567577271503508,0.4412633988966296,,,0.4253782771912097,0.5746217228087903,0.5587366011033704,0.6071076788361733,0.5432422728496492,,0.5894003384459682
2025-09-22,0.3950922851868113,0.3961204019268651,0.5185192941275951,0.36257243848317344,,0.6075873816199973,0.4559783602688885,0.5440216397311115,0.6374275615168266,0.6038795980731348,0.4814807058724049,,0.6049077148131887
2025-09-23,0.4243864726561384,0.40626954990549413,0.5393301117335457,0.4449674848003602,,0.7953565705958936,0.5220620379382864,0.4779379620617136,0.5550325151996398,0.5937304500945059,0.4606698882664543,,0.5756135273438616
2025-09-24,0.4859970571453842,0.3713660128514185,0.5001484334449444,0.36308243631045545,,,0.43014848493805063,0.5698515150619494,0.6369175636895446,0.6286339871485815,0.4998515665550556,,0.5140029428546158
2025-09-25,0.3840386549569836,0.3814695296461004,0.5074197645118602,0.37407658555660833,,,0.4117511336678881,0.5882488663321119,0.6259234144433916,0.6185304703538996,0.4925802354881398,,0.6159613450430164
2025-09-26,0.39071374709191964,0.4661476864417813,0.33136800933254773,0.44684854236254057,,,0.40876949630719733,0.5912305036928027,0.5531514576374594,0.5338523135582187,0.6686319906674523,,0.6092862529080804
2025-09-27,0.3300825088888927,0.34938985334142225,0.2703768344716789,0.3958946379154982,,,0.336435958654373,0.663564041345627,0.6041053620845018,0.6506101466585777,0.7296231655283212,,0.6699174911111073
2025-09-28,0.4784625415101667,0.2966049734182566,0.15988303255127978,0.2554843127938169,,,0.29760871506838,0.7023912849316201,0.7445156872061831,0.7033950265817435,0.8401169674487202,,0.5215374584898333
2025-09-29,0.454861810126791,0.2479575001085711,0.25395156699350474,0.39580413647939067,,,0.3381437534270644,0.6618562465729356,0.6041958635206093,0.7520424998914289,0.7460484330064953,,0.5451381898732091
2025-09-30,0.4579090347426986,0.2876173092540213,0.21351186634916167,0.24424531398811158,,,0.3008208810834983,0.6991791189165018,0.7557546860118884,0.7123826907459787,0.7864881336508384,,0.5420909652573014
2025-10-01,0.43896222052024647,0.4547876649751018,0.4559702833703674,0.27410827947001404,,0.5205398770358844,0.42887366507432284,0.5711263349256772,0.725891720529986,0.5452123350248982,0.5440297166296326,,0.5610377794797535
2025-10-02,0.4335981630533276,0.5327903870565034,0.41180482244927585,0.5116321267633279,,,0.4724563748306087,0.5275436251693912,0.4883678732366721,0.4672096129434966,0.5881951775507241,,0.5664018369466723
2025-10-03,0.43299097288575816,0.5850254193652484,0.4099316916507757,0.5164242480048883,,,0.48609308297666765,0.5139069170233324,0.4835757519951117,0.41497458063475157,0.5900683083492243,,0.5670090271142418
2025-10-04,0.4013471482427379,0.5306568873778365,0.23117583460265373,0.41717697911915025,,,0.3950892123355946,0.6049107876644054,0.5828230208808498,0.46934311262216355,0.7688241653973462,,0.5986528517572621
2025-10-05,0.524830373740525,0.35387491185962683,0.2419131845259006,0.46707502882371077,,0.6233553008225398,0.4422097599544606,0.5577902400455395,0.5329249711762892,0.6461250881403732,0.7580868154740994,,0.475169626259475
2025-10-06,0.4454222664672763,0.2807120004345136,0.3388967037251249,0.46207856690769084,,,0.3817773843836514,0.6182226156163486,0.5379214330923092,0.7192879995654864,0.6611032962748751,,0.5545777335327238
2025-10-07,0.43676712740557805,0.144898043705661,0.3306355104147359,0.5020318966752685,,,0.3535831445503108,0.6464168554496892,0.4979681033247315,0.8551019562943389,0.6693644895852642,,0.563232872594422
2025-10-08,0.47396030080699486,0.12155583602293728,0.19091269065057317,0.5789668785321034,,,0.3413489265031522,0.6586510734968478,0.4210331214678966,0.8784441639770627,0.8090873093494269,,0.5260396991930052
2025-10-09,0.5034156819946763,0.13849690540773718,0.20436819666695635,0.4206439128661584,,,0.3167311742338821,0.6832688257661179,0.5793560871338417,0.8615030945922628,0.7956318033330436,,0.49658431800532365
2025-10-10,0.4916012604114483,0.1327875631827292,0.2369954204431287,0.4172270976529424,,0.3152220537900019,0.3187666790960501,0.6812333209039498,0.5827729023470576,0.8672124368172708,0.7630045795568713,,0.5083987395885516
2025-10-11,0.38256878200182,0.1250767212919129,0.14351065002120103,0.4842793489154097,,0.35775548263255075,0.29863819697257893,0.7013618030274211,0.5157206510845903,0.8749232787080871,0.856489349978799,,0.61743121799818
2025-10-12,0.349943294009843,0.173095292220731,0.40424239143819135,0.4244502791913422,,0.6409582208125891,0.3985378955345394,0.6014621044654607,0.5755497208086577,0.826904707779269,0.5957576085618086,,0.650056705990157
2025-10-13,0.4147018333761868,0.14603431426663446,0.2741093518622759,0.48415821868982944,,0.5825218937177536,0.38030512238253605,0.619694877617464,0.5158417813101706,0.8539656857333655,0.7258906481377241,,0.5852981666238132
